,Labels,Item sets
812,"[0.25, 0.2, 0.15, 0.4, 0.6, 0.15, 0.25, 1]","[(18, 85), (50, 2), (74, 37), (12, 18), (33, 71), (99, 14), (73, 95), (65, 71), (55, 71), (64, 64), (52, 9), (42, 55), (15, 9), (96, 39), (85, 93), (63, 90), (77, 91), (93, 58), (35, 75), (75, 35)]"
813,"[0.05, 0.15, 0.1, 0.7, 0.45, 0.05, 0.5, 1]","[(99, 8), (38, 63), (92, 23), (7, 93), (44, 25), (59, 57), (84, 9), (90, 59), (16, 46), (88, 32), (50, 28), (63, 10), (69, 24), (57, 12), (59, 71), (63, 74), (58, 51), (20, 88), (32, 14), (29, 55)]"
814,"[0.05, 0.15, 0.0, 0.8, 0.3, 0.1, 0.6, 1]","[(94, 7), (22, 72), (7, 5), (94, 11), (88, 24), (58, 10), (36, 42), (24, 87), (53, 12), (82, 41), (17, 69), (33, 1), (47, 81), (49, 11), (93, 51), (83, 18), (95, 10), (31, 31), (74, 91), (42, 15)]"
815,"[0.2, 0.15, 0.1, 0.55, 0.5, 0.25, 0.25, 1]","[(64, 95), (57, 71), (86, 96), (98, 20), (15, 49), (37, 17), (21, 41), (98, 47), (49, 4), (34, 54), (76, 36), (78, 85), (13, 76), (43, 45), (87, 6), (85, 95), (18, 32), (25, 73), (53, 76), (27, 95)]"
816,"[0.05, 0.1, 0.05, 0.8, 0.45, 0.1, 0.45, 1]","[(71, 60), (16, 97), (32, 21), (20, 58), (10, 85), (70, 33), (20, 22), (55, 7), (22, 97), (89, 19), (99, 92), (84, 45), (34, 6), (30, 43), (2, 6), (22, 8), (34, 58), (64, 51), (16, 51), (94, 16)]"
817,"[0.2, 0.15, 0.1, 0.55, 0.4, 0.4, 0.2, 1]","[(46, 5), (72, 26), (75, 46), (75, 33), (56, 75), (76, 41), (6, 42), (75, 72), (30, 11), (62, 38), (86, 76), (58, 34), (81, 70), (17, 34), (64, 62), (78, 34), (14, 73), (44, 56), (99, 88), (32, 47)]"
818,"[0.1, 0.15, 0.05, 0.7, 0.6, 0.15, 0.25, 1]","[(56, 66), (81, 93), (16, 72), (41, 40), (2, 48), (29, 82), (88, 89), (52, 74), (21, 74), (24, 57), (3, 7), (85, 8), (5, 54), (64, 22), (25, 93), (9, 62), (23, 23), (66, 50), (71, 33), (48, 81)]"
819,"[0.25, 0.2, 0.05, 0.5, 0.6, 0.2, 0.2, 1]","[(80, 78), (74, 57), (92, 84), (65, 96), (41, 47), (69, 8), (94, 34), (14, 46), (65, 52), (32, 7), (53, 81), (96, 45), (58, 6), (39, 28), (87, 89), (76, 82), (28, 62), (8, 78), (21, 88), (19, 78)]"
820,"[0.15, 0.25, 0.05, 0.55, 0.7, 0.05, 0.25, 1]","[(23, 40), (81, 79), (41, 13), (70, 55), (2, 5), (42, 16), (5, 27), (35, 91), (29, 61), (61, 66), (77, 62), (35, 65), (55, 75), (12, 82), (95, 53), (8, 59), (94, 70), (25, 74), (29, 13), (79, 58)]"
821,"[0.2, 0.15, 0.1, 0.55, 0.45, 0.2, 0.35, 1]","[(71, 12), (50, 76), (60, 37), (71, 5), (59, 61), (40, 2), (97, 64), (65, 93), (18, 19), (18, 45), (43, 35), (64, 52), (20, 90), (36, 33), (73, 61), (66, 77), (23, 30), (67, 48), (76, 97), (25, 23)]"
822,"[0.15, 0.25, 0.2, 0.4, 0.55, 0.2, 0.25, 1]","[(72, 20), (71, 19), (49, 64), (94, 47), (67, 88), (83, 91), (2, 46), (60, 79), (31, 91), (61, 27), (38, 59), (58, 39), (64, 57), (48, 89), (68, 39), (90, 59), (30, 7), (36, 72), (87, 57), (6, 29)]"
823,"[0.15, 0.15, 0.1, 0.6, 0.5, 0.1, 0.4, 1]","[(39, 18), (29, 65), (53, 8), (89, 91), (78, 57), (26, 55), (49, 59), (45, 2), (26, 30), (41, 16), (49, 9), (71, 68), (72, 35), (85, 43), (92, 2), (32, 53), (91, 2), (12, 79), (85, 84), (82, 98)]"
824,"[0.1, 0.2, 0.2, 0.5, 0.65, 0.15, 0.2, 1]","[(47, 82), (47, 59), (6, 82), (8, 89), (56, 61), (70, 68), (3, 68), (85, 30), (96, 20), (44, 74), (21, 89), (66, 68), (92, 16), (90, 37), (2, 86), (22, 34), (21, 17), (85, 60), (97, 53), (28, 43)]"
825,"[0.1, 0.1, 0.1, 0.7, 0.45, 0.2, 0.35, 1]","[(67, 23), (84, 18), (59, 37), (17, 93), (94, 19), (44, 83), (66, 77), (38, 39), (83, 73), (41, 25), (81, 36), (94, 10), (33, 51), (20, 34), (24, 20), (22, 26), (3, 95), (75, 65), (49, 60), (12, 71)]"
826,"[0.15, 0.15, 0.15, 0.55, 0.6, 0.15, 0.25, 1]","[(8, 83), (91, 53), (87, 44), (40, 86), (35, 1), (4, 62), (89, 61), (70, 73), (18, 74), (81, 37), (11, 54), (15, 15), (26, 65), (72, 6), (80, 39), (17, 30), (37, 75), (97, 7), (71, 98), (10, 99)]"
827,"[0.25, 0.05, 0.1, 0.6, 0.5, 0.1, 0.4, 1]","[(93, 54), (6, 64), (61, 76), (18, 32), (52, 44), (48, 53), (33, 6), (85, 86), (18, 88), (54, 61), (77, 93), (81, 24), (97, 9), (37, 47), (76, 70), (30, 20), (19, 28), (32, 2), (27, 8), (94, 65)]"
828,"[0.05, 0.2, 0.2, 0.55, 0.55, 0.05, 0.4, 1]","[(56, 78), (79, 60), (57, 60), (5, 14), (79, 32), (19, 78), (3, 79), (35, 72), (81, 76), (78, 62), (90, 26), (25, 27), (21, 1), (66, 18), (94, 30), (29, 60), (9, 18), (58, 34), (26, 71), (38, 69)]"
829,"[0.2, 0.2, 0.1, 0.5, 0.55, 0.25, 0.2, 1]","[(13, 36), (71, 20), (52, 76), (95, 88), (23, 39), (52, 50), (92, 72), (96, 40), (49, 68), (80, 72), (86, 13), (13, 96), (53, 84), (87, 57), (17, 43), (41, 57), (58, 31), (46, 14), (68, 95), (23, 83)]"
830,"[0.05, 0.25, 0.15, 0.55, 0.45, 0.1, 0.45, 1]","[(76, 20), (65, 54), (65, 66), (5, 15), (21, 27), (19, 24), (38, 65), (96, 28), (34, 78), (48, 86), (10, 17), (30, 6), (32, 28), (64, 34), (78, 95), (32, 40), (56, 72), (44, 62), (51, 32), (60, 79)]"
831,"[0.25, 0.2, 0.1, 0.45, 0.65, 0.2, 0.15, 1]","[(38, 60), (75, 59), (25, 85), (2, 44), (32, 89), (22, 93), (86, 26), (31, 5), (66, 55), (69, 97), (18, 82), (83, 63), (74, 44), (95, 76), (91, 83), (17, 50), (62, 97), (16, 22), (97, 41), (62, 76)]"
832,"[0.3, 0.3, 0.05, 0.35, 0.9, 0.0, 0.1, 1]","[(16, 93), (4, 71), (94, 82), (57, 91), (98, 99), (88, 85), (74, 98), (21, 9), (53, 69), (70, 90), (16, 99), (56, 51), (48, 98), (23, 51), (81, 53), (41, 99), (40, 90), (30, 71), (7, 15), (74, 53)]"
833,"[0.1, 0.1, 0.2, 0.6, 0.4, 0.25, 0.35, 1]","[(38, 22), (54, 22), (56, 74), (37, 39), (96, 85), (12, 68), (78, 93), (14, 7), (60, 9), (20, 91), (44, 38), (21, 11), (8, 78), (86, 38), (44, 26), (28, 94), (85, 48), (26, 45), (98, 26), (45, 69)]"
834,"[0.05, 0.15, 0.05, 0.75, 0.45, 0.1, 0.45, 1]","[(25, 3), (75, 54), (75, 13), (12, 33), (97, 18), (44, 4), (52, 95), (3, 69), (82, 15), (24, 5), (40, 66), (14, 78), (27, 79), (37, 41), (38, 44), (85, 54), (40, 57), (60, 11), (3, 31), (80, 85)]"
835,"[0.2, 0.05, 0.05, 0.7, 0.4, 0.15, 0.45, 1]","[(94, 22), (85, 94), (15, 45), (15, 43), (62, 90), (6, 2), (19, 4), (72, 24), (36, 50), (70, 79), (86, 84), (50, 54), (32, 33), (44, 5), (11, 16), (77, 11), (85, 17), (52, 69), (6, 60), (42, 52)]"
836,"[0.2, 0.1, 0.1, 0.6, 0.4, 0.35, 0.25, 1]","[(82, 34), (26, 41), (64, 99), (2, 11), (19, 9), (43, 45), (6, 45), (98, 63), (67, 18), (1, 32), (75, 74), (78, 51), (72, 92), (63, 15), (44, 70), (40, 53), (28, 34), (15, 43), (57, 39), (58, 73)]"
837,"[0.3, 0.0, 0.0, 0.7, 0.45, 0.1, 0.45, 1]","[(91, 91), (6, 91), (21, 5), (34, 52), (21, 95), (20, 31), (66, 37), (1, 27), (75, 25), (95, 53), (44, 48), (79, 73), (62, 87), (66, 29), (93, 55), (99, 59), (82, 11), (73, 29), (89, 17), (73, 24)]"
838,"[0.15, 0.2, 0.05, 0.6, 0.4, 0.3, 0.3, 1]","[(40, 51), (85, 42), (79, 16), (59, 8), (74, 50), (38, 53), (58, 10), (33, 58), (78, 78), (12, 38), (72, 96), (22, 20), (17, 68), (74, 1), (40, 89), (63, 44), (97, 83), (10, 43), (89, 38), (1, 10)]"
839,"[0.2, 0.15, 0.1, 0.55, 0.45, 0.2, 0.35, 1]","[(45, 50), (72, 73), (17, 30), (74, 92), (98, 39), (81, 3), (3, 81), (93, 48), (48, 3), (74, 83), (47, 62), (77, 41), (25, 85), (15, 61), (79, 18), (37, 3), (47, 33), (63, 77), (62, 9), (88, 99)]"
840,"[0.1, 0.1, 0.1, 0.7, 0.45, 0.15, 0.4, 1]","[(23, 12), (38, 75), (57, 3), (52, 8), (99, 17), (11, 52), (74, 8), (12, 87), (32, 65), (3, 42), (96, 40), (28, 87), (80, 19), (67, 38), (83, 87), (99, 20), (33, 70), (31, 2), (35, 99), (73, 79)]"
841,"[0.15, 0.2, 0.05, 0.6, 0.55, 0.15, 0.3, 1]","[(49, 77), (4, 73), (82, 22), (8, 7), (64, 89), (20, 99), (78, 81), (63, 69), (46, 17), (86, 69), (13, 50), (71, 51), (40, 7), (63, 57), (25, 31), (56, 14), (25, 35), (10, 44), (35, 67), (58, 51)]"
842,"[0.15, 0.2, 0.2, 0.45, 0.5, 0.25, 0.25, 1]","[(99, 35), (5, 84), (47, 73), (21, 14), (63, 81), (7, 42), (66, 17), (12, 3), (24, 34), (20, 10), (90, 91), (38, 40), (77, 83), (54, 57), (84, 17), (53, 54), (85, 55), (50, 85), (75, 43), (36, 91)]"
843,"[0.1, 0.15, 0.1, 0.65, 0.5, 0.2, 0.3, 1]","[(15, 27), (35, 60), (73, 52), (30, 51), (12, 86), (62, 49), (57, 1), (67, 26), (96, 48), (16, 94), (94, 16), (14, 34), (69, 57), (86, 74), (31, 2), (64, 40), (96, 5), (18, 94), (68, 92), (10, 58)]"
844,"[0.4, 0.1, 0.0, 0.5, 0.65, 0.2, 0.15, 1]","[(87, 64), (62, 38), (95, 55), (5, 17), (71, 77), (34, 40), (11, 97), (53, 78), (39, 54), (85, 64), (7, 82), (63, 29), (66, 69), (83, 23), (60, 97), (36, 50), (93, 62), (28, 38), (99, 71), (76, 71)]"
845,"[0.3, 0.1, 0.1, 0.5, 0.55, 0.05, 0.4, 1]","[(97, 37), (1, 69), (29, 28), (44, 17), (49, 62), (50, 18), (58, 93), (53, 98), (34, 79), (65, 19), (58, 62), (87, 86), (52, 9), (82, 75), (20, 98), (33, 25), (70, 96), (92, 87), (51, 6), (69, 18)]"
846,"[0.1, 0.2, 0.2, 0.5, 0.2, 0.35, 0.45, 1]","[(94, 80), (79, 44), (55, 37), (88, 43), (69, 33), (45, 98), (8, 11), (42, 1), (60, 17), (61, 43), (25, 32), (55, 22), (95, 30), (78, 81), (54, 54), (63, 47), (92, 26), (62, 21), (73, 47), (68, 36)]"
847,"[0.05, 0.15, 0.1, 0.7, 0.45, 0.3, 0.25, 1]","[(78, 46), (81, 51), (39, 69), (33, 40), (21, 18), (23, 78), (35, 37), (60, 40), (91, 60), (13, 39), (8, 98), (94, 15), (8, 77), (26, 60), (97, 24), (21, 32), (77, 59), (85, 38), (31, 79), (38, 29)]"
848,"[0.05, 0.05, 0.2, 0.7, 0.35, 0.2, 0.45, 1]","[(14, 79), (20, 50), (4, 96), (6, 98), (34, 82), (75, 10), (12, 29), (55, 46), (6, 30), (91, 35), (5, 24), (14, 17), (6, 56), (34, 16), (63, 29), (70, 45), (50, 95), (36, 29), (71, 87), (54, 33)]"
849,"[0.25, 0.05, 0.1, 0.6, 0.55, 0.05, 0.4, 1]","[(39, 32), (10, 95), (7, 27), (76, 7), (63, 66), (3, 73), (86, 75), (69, 88), (15, 75), (29, 34), (80, 74), (66, 26), (65, 78), (82, 26), (70, 87), (73, 24), (47, 62), (83, 15), (97, 14), (30, 93)]"
850,"[0.2, 0.25, 0.1, 0.45, 0.55, 0.3, 0.15, 1]","[(70, 45), (83, 70), (23, 24), (26, 37), (16, 86), (34, 72), (60, 8), (45, 94), (85, 84), (72, 70), (99, 42), (54, 71), (71, 72), (9, 42), (54, 52), (72, 48), (40, 37), (85, 54), (7, 12), (16, 92)]"
851,"[0.05, 0.1, 0.2, 0.65, 0.45, 0.15, 0.4, 1]","[(70, 79), (81, 26), (54, 51), (14, 88), (23, 71), (74, 21), (27, 42), (46, 56), (96, 19), (85, 54), (15, 43), (65, 54), (54, 61), (81, 6), (26, 8), (79, 10), (29, 94), (33, 5), (55, 28), (37, 36)]"
852,"[0.15, 0.3, 0.05, 0.5, 0.55, 0.15, 0.3, 1]","[(77, 17), (55, 68), (99, 34), (58, 85), (36, 60), (99, 49), (58, 19), (36, 64), (2, 56), (84, 93), (84, 99), (21, 9), (12, 93), (64, 64), (76, 34), (45, 14), (38, 4), (70, 57), (98, 79), (50, 1)]"
853,"[0.05, 0.05, 0.05, 0.85, 0.4, 0.0, 0.6, 1]","[(93, 30), (50, 23), (58, 17), (41, 58), (88, 80), (46, 25), (3, 96), (3, 31), (5, 64), (59, 28), (24, 74), (66, 12), (99, 12), (25, 92), (84, 11), (72, 26), (43, 11), (41, 88), (16, 51), (65, 26)]"
854,"[0.05, 0.1, 0.05, 0.8, 0.45, 0.1, 0.45, 1]","[(62, 59), (4, 50), (24, 65), (91, 62), (3, 72), (63, 69), (21, 8), (73, 28), (83, 17), (78, 32), (91, 24), (82, 16), (17, 78), (10, 9), (6, 90), (8, 70), (12, 45), (76, 12), (29, 31), (43, 69)]"
855,"[0.3, 0.2, 0.05, 0.45, 0.6, 0.15, 0.25, 1]","[(47, 62), (40, 94), (74, 78), (62, 71), (1, 26), (15, 95), (10, 69), (98, 40), (11, 6), (76, 80), (77, 56), (65, 35), (99, 93), (87, 70), (48, 12), (27, 49), (92, 84), (7, 26), (37, 16), (55, 98)]"
856,"[0.1, 0.15, 0.15, 0.6, 0.4, 0.3, 0.3, 1]","[(59, 33), (77, 21), (99, 58), (42, 49), (63, 5), (42, 72), (86, 40), (16, 72), (12, 33), (97, 20), (25, 48), (57, 56), (19, 60), (76, 44), (12, 85), (85, 7), (54, 66), (33, 37), (87, 74), (64, 48)]"
857,"[0.15, 0.1, 0.05, 0.7, 0.45, 0.1, 0.45, 1]","[(56, 11), (13, 40), (88, 27), (22, 5), (19, 98), (84, 35), (21, 2), (8, 57), (96, 14), (53, 13), (96, 54), (11, 65), (64, 7), (3, 76), (93, 80), (47, 80), (35, 97), (65, 91), (87, 19), (82, 28)]"
858,"[0.15, 0.05, 0.15, 0.65, 0.4, 0.25, 0.35, 1]","[(94, 10), (25, 64), (39, 5), (43, 55), (12, 13), (72, 43), (21, 33), (65, 77), (16, 48), (55, 76), (59, 25), (28, 99), (16, 98), (87, 62), (17, 42), (92, 27), (29, 40), (60, 42), (96, 78), (60, 33)]"
859,"[0.1, 0.05, 0.05, 0.8, 0.45, 0.25, 0.3, 1]","[(54, 56), (31, 52), (84, 10), (23, 42), (75, 91), (38, 5), (7, 86), (14, 90), (86, 24), (69, 90), (2, 96), (8, 27), (46, 17), (96, 22), (8, 99), (50, 43), (55, 81), (51, 41), (36, 38), (44, 49)]"
860,"[0.15, 0.2, 0.05, 0.6, 0.45, 0.15, 0.4, 1]","[(37, 34), (92, 7), (89, 19), (40, 91), (84, 5), (95, 45), (49, 11), (57, 9), (2, 63), (43, 84), (71, 97), (43, 78), (89, 80), (9, 92), (4, 22), (20, 14), (71, 21), (42, 61), (91, 71), (62, 38)]"
861,"[0.05, 0.1, 0.15, 0.7, 0.45, 0.05, 0.5, 1]","[(22, 74), (78, 35), (3, 85), (88, 9), (40, 96), (71, 25), (72, 30), (58, 20), (87, 30), (76, 6), (32, 76), (54, 61), (19, 86), (46, 4), (57, 98), (24, 31), (66, 32), (42, 86), (26, 83), (55, 28)]"
862,"[0.0, 0.05, 0.0, 0.95, 0.3, 0.2, 0.5, 1]","[(72, 24), (45, 9), (18, 56), (17, 69), (94, 14), (67, 36), (52, 93), (36, 21), (66, 4), (3, 64), (16, 88), (19, 86), (15, 43), (28, 35), (17, 14), (62, 5), (52, 19), (47, 13), (32, 46), (36, 20)]"
863,"[0.1, 0.05, 0.25, 0.6, 0.5, 0.1, 0.4, 1]","[(94, 61), (46, 6), (76, 43), (40, 78), (54, 30), (27, 14), (73, 64), (11, 31), (62, 25), (46, 65), (97, 66), (86, 14), (70, 30), (14, 84), (54, 52), (24, 80), (17, 25), (41, 76), (4, 45), (27, 59)]"
864,"[0.2, 0.1, 0.1, 0.6, 0.6, 0.25, 0.15, 1]","[(28, 76), (89, 47), (92, 74), (94, 22), (32, 47), (27, 75), (76, 55), (49, 59), (31, 55), (63, 35), (38, 67), (27, 27), (56, 38), (70, 34), (42, 24), (94, 73), (65, 94), (16, 56), (17, 89), (99, 82)]"
865,"[0.2, 0.05, 0.15, 0.6, 0.65, 0.0, 0.35, 1]","[(44, 63), (41, 11), (24, 59), (84, 22), (17, 85), (40, 64), (73, 80), (16, 75), (98, 70), (19, 53), (18, 10), (96, 68), (32, 86), (48, 9), (78, 60), (99, 8), (40, 56), (45, 9), (68, 78), (19, 7)]"
866,"[0.15, 0.1, 0.1, 0.65, 0.6, 0.15, 0.25, 1]","[(46, 3), (1, 38), (31, 93), (22, 95), (26, 96), (80, 77), (85, 12), (52, 84), (34, 22), (45, 60), (42, 11), (90, 42), (19, 99), (70, 13), (4, 74), (43, 35), (27, 74), (15, 53), (80, 89), (94, 64)]"
867,"[0.05, 0.2, 0.05, 0.7, 0.4, 0.2, 0.4, 1]","[(29, 54), (19, 52), (61, 62), (72, 50), (72, 28), (49, 78), (27, 8), (9, 14), (2, 59), (40, 29), (96, 13), (24, 48), (92, 35), (4, 81), (65, 90), (10, 46), (40, 95), (11, 16), (92, 23), (53, 32)]"
868,"[0.05, 0.1, 0.2, 0.65, 0.4, 0.25, 0.35, 1]","[(31, 94), (85, 15), (46, 44), (66, 40), (48, 58), (39, 95), (32, 8), (57, 88), (54, 38), (22, 75), (80, 24), (12, 25), (38, 4), (15, 77), (1, 58), (94, 44), (73, 18), (45, 71), (15, 39), (78, 17)]"
869,"[0.15, 0.0, 0.2, 0.65, 0.35, 0.2, 0.45, 1]","[(88, 4), (63, 33), (58, 46), (37, 52), (68, 42), (63, 49), (58, 95), (47, 59), (73, 6), (42, 55), (6, 25), (21, 6), (92, 94), (23, 97), (88, 23), (8, 6), (68, 77), (90, 7), (49, 44), (61, 24)]"
870,"[0.05, 0.0, 0.15, 0.8, 0.5, 0.2, 0.3, 1]","[(15, 23), (8, 80), (67, 44), (20, 7), (59, 22), (37, 44), (17, 65), (62, 86), (24, 63), (5, 10), (26, 92), (51, 65), (23, 38), (50, 54), (61, 34), (60, 32), (10, 86), (95, 10), (7, 97), (26, 80)]"
871,"[0.15, 0.1, 0.2, 0.55, 0.4, 0.15, 0.45, 1]","[(81, 65), (21, 9), (3, 39), (6, 55), (29, 28), (44, 63), (88, 18), (45, 32), (97, 57), (6, 34), (17, 5), (98, 29), (74, 76), (67, 2), (37, 99), (46, 56), (87, 37), (9, 15), (88, 52), (86, 1)]"
872,"[0.25, 0.4, 0.0, 0.35, 0.7, 0.1, 0.2, 1]","[(72, 82), (77, 84), (18, 99), (60, 59), (76, 60), (31, 42), (1, 29), (85, 49), (87, 94), (75, 65), (5, 14), (25, 1), (34, 72), (78, 77), (51, 78), (46, 95), (99, 84), (56, 75), (12, 31), (50, 90)]"
873,"[0.05, 0.25, 0.0, 0.7, 0.5, 0.25, 0.25, 1]","[(31, 57), (9, 86), (15, 57), (76, 48), (31, 44), (30, 39), (65, 37), (68, 22), (74, 63), (57, 65), (72, 15), (45, 11), (31, 61), (67, 7), (14, 55), (62, 78), (20, 19), (30, 50), (73, 92), (64, 58)]"
874,"[0.2, 0.1, 0.15, 0.55, 0.65, 0.1, 0.25, 1]","[(95, 93), (51, 98), (32, 52), (60, 88), (56, 58), (39, 67), (64, 59), (24, 58), (14, 41), (95, 21), (55, 38), (75, 4), (8, 65), (9, 31), (48, 62), (79, 84), (70, 87), (30, 5), (30, 65), (2, 8)]"
875,"[0.2, 0.2, 0.05, 0.55, 0.6, 0.1, 0.3, 1]","[(98, 22), (73, 5), (76, 94), (63, 18), (95, 1), (32, 70), (20, 66), (37, 69), (67, 52), (66, 82), (90, 75), (43, 32), (12, 78), (31, 32), (95, 38), (28, 45), (43, 90), (71, 58), (90, 88), (5, 51)]"
876,"[0.1, 0.3, 0.2, 0.4, 0.6, 0.0, 0.4, 1]","[(84, 54), (82, 10), (41, 76), (8, 97), (56, 56), (96, 1), (44, 83), (48, 73), (27, 7), (45, 83), (51, 97), (47, 93), (84, 80), (38, 15), (85, 31), (77, 21), (98, 52), (53, 32), (17, 86), (94, 30)]"
877,"[0.2, 0.1, 0.0, 0.7, 0.4, 0.1, 0.5, 1]","[(61, 88), (4, 35), (80, 24), (17, 97), (87, 10), (12, 73), (54, 29), (49, 17), (38, 19), (28, 27), (11, 9), (94, 76), (65, 61), (86, 53), (48, 26), (5, 39), (39, 23), (75, 27), (70, 92), (97, 93)]"
878,"[0.05, 0.1, 0.2, 0.65, 0.3, 0.3, 0.4, 1]","[(74, 36), (48, 36), (39, 87), (67, 1), (2, 38), (87, 42), (55, 34), (17, 60), (1, 3), (9, 61), (9, 10), (7, 27), (80, 36), (92, 28), (63, 98), (47, 21), (38, 73), (12, 69), (99, 5), (79, 1)]"
879,"[0.3, 0.1, 0.15, 0.45, 0.65, 0.2, 0.15, 1]","[(7, 27), (11, 98), (32, 26), (47, 93), (33, 95), (17, 62), (30, 94), (73, 71), (21, 46), (37, 41), (92, 46), (83, 85), (68, 82), (87, 94), (37, 88), (99, 51), (14, 42), (94, 55), (24, 80), (78, 8)]"
880,"[0.1, 0.0, 0.1, 0.8, 0.45, 0.1, 0.45, 1]","[(19, 83), (18, 19), (70, 21), (76, 1), (54, 2), (27, 54), (20, 47), (54, 53), (7, 42), (5, 73), (42, 27), (72, 2), (64, 6), (62, 31), (99, 77), (36, 91), (89, 80), (21, 75), (27, 66), (64, 11)]"
881,"[0.4, 0.15, 0.15, 0.3, 0.7, 0.05, 0.25, 1]","[(71, 88), (56, 60), (58, 96), (27, 78), (21, 16), (35, 89), (39, 79), (67, 93), (90, 14), (58, 30), (56, 3), (74, 44), (90, 83), (92, 60), (59, 90), (95, 76), (84, 67), (84, 55), (90, 14), (40, 93)]"
882,"[0.2, 0.3, 0.05, 0.45, 0.45, 0.3, 0.25, 1]","[(93, 50), (37, 14), (89, 52), (51, 5), (1, 2), (4, 2), (42, 35), (67, 64), (92, 57), (35, 45), (50, 39), (40, 50), (95, 55), (83, 97), (62, 57), (10, 15), (70, 40), (90, 89), (97, 51), (68, 51)]"
883,"[0.05, 0.15, 0.1, 0.7, 0.5, 0.05, 0.45, 1]","[(83, 54), (98, 54), (61, 66), (48, 59), (85, 56), (27, 1), (42, 11), (60, 19), (90, 32), (17, 54), (10, 35), (72, 22), (97, 1), (12, 33), (56, 3), (24, 62), (29, 79), (19, 95), (19, 92), (46, 11)]"
884,"[0.25, 0.2, 0.1, 0.45, 0.55, 0.15, 0.3, 1]","[(74, 9), (78, 16), (67, 38), (70, 35), (98, 69), (93, 78), (47, 95), (76, 22), (74, 20), (97, 50), (3, 52), (77, 93), (72, 70), (35, 87), (38, 97), (51, 72), (52, 14), (96, 80), (73, 30), (12, 55)]"
885,"[0.1, 0.25, 0.1, 0.55, 0.65, 0.05, 0.3, 1]","[(23, 66), (23, 91), (26, 84), (25, 53), (46, 7), (90, 75), (50, 94), (99, 30), (26, 57), (33, 79), (64, 18), (71, 59), (44, 85), (81, 42), (63, 55), (15, 77), (59, 28), (68, 7), (77, 93), (52, 18)]"
886,"[0.05, 0.15, 0.1, 0.7, 0.3, 0.2, 0.5, 1]","[(11, 90), (88, 57), (36, 36), (85, 29), (97, 41), (97, 29), (72, 5), (20, 66), (58, 49), (61, 81), (99, 25), (45, 6), (98, 4), (49, 28), (21, 69), (5, 21), (47, 9), (17, 38), (86, 28), (68, 62)]"
887,"[0.15, 0.05, 0.1, 0.7, 0.5, 0.1, 0.4, 1]","[(28, 94), (90, 59), (99, 12), (46, 29), (15, 35), (39, 2), (8, 85), (23, 23), (2, 84), (15, 29), (44, 50), (93, 77), (95, 32), (90, 89), (19, 70), (28, 14), (9, 97), (53, 80), (9, 28), (6, 89)]"
888,"[0.1, 0.15, 0.1, 0.65, 0.45, 0.25, 0.3, 1]","[(3, 1), (36, 48), (45, 73), (83, 50), (51, 17), (55, 3), (93, 27), (86, 64), (36, 53), (39, 47), (50, 45), (4, 13), (51, 92), (8, 69), (56, 68), (74, 82), (35, 33), (40, 58), (60, 39), (20, 81)]"
889,"[0.05, 0.3, 0.15, 0.5, 0.55, 0.2, 0.25, 1]","[(37, 57), (60, 58), (22, 2), (54, 51), (12, 81), (84, 10), (10, 56), (54, 47), (58, 72), (45, 51), (68, 66), (16, 68), (40, 91), (81, 46), (86, 72), (70, 25), (97, 25), (56, 20), (79, 37), (98, 39)]"
890,"[0.15, 0.2, 0.05, 0.6, 0.5, 0.2, 0.3, 1]","[(81, 92), (70, 48), (70, 31), (26, 66), (4, 25), (26, 21), (59, 35), (22, 63), (32, 75), (17, 54), (79, 97), (8, 16), (75, 39), (63, 71), (10, 40), (96, 89), (83, 54), (71, 60), (80, 29), (32, 24)]"
891,"[0.2, 0.1, 0.05, 0.65, 0.65, 0.2, 0.15, 1]","[(78, 40), (85, 67), (62, 79), (10, 59), (61, 8), (17, 35), (62, 81), (98, 58), (43, 22), (12, 49), (11, 71), (36, 53), (21, 90), (13, 65), (30, 54), (13, 41), (61, 21), (99, 61), (7, 99), (60, 57)]"
892,"[0.1, 0.25, 0.1, 0.55, 0.4, 0.3, 0.3, 1]","[(18, 36), (82, 21), (11, 41), (18, 69), (30, 18), (8, 7), (31, 8), (81, 81), (54, 87), (69, 49), (86, 38), (47, 38), (55, 77), (18, 46), (57, 11), (76, 6), (89, 91), (66, 68), (47, 55), (46, 86)]"
893,"[0.2, 0.25, 0.0, 0.55, 0.7, 0.1, 0.2, 1]","[(9, 44), (53, 32), (14, 60), (99, 59), (67, 93), (76, 56), (71, 76), (86, 56), (56, 86), (75, 87), (59, 41), (81, 9), (75, 55), (48, 72), (62, 8), (23, 85), (25, 77), (15, 99), (1, 67), (57, 18)]"
894,"[0.1, 0.1, 0.05, 0.75, 0.55, 0.25, 0.2, 1]","[(71, 67), (82, 35), (71, 12), (95, 64), (26, 78), (26, 55), (40, 57), (54, 40), (27, 70), (42, 49), (53, 63), (89, 11), (17, 42), (48, 51), (59, 8), (13, 16), (14, 90), (14, 44), (21, 87), (84, 86)]"
895,"[0.05, 0.25, 0.1, 0.6, 0.55, 0.15, 0.3, 1]","[(53, 77), (72, 62), (64, 35), (5, 58), (62, 3), (18, 30), (86, 26), (6, 48), (75, 51), (38, 33), (38, 84), (43, 75), (90, 23), (3, 97), (85, 55), (40, 61), (66, 90), (2, 77), (95, 38), (24, 29)]"
