,Labels,Item sets,First Fit Score,First Fit Decreasing Score,Next Fit Score,Next Fit Decreasing Score,Best Fit Score,Best Fit Decreasing Score,Djang-Fitch Score,Djang-Fitch 2 Score,Best heuristic
835,"[0.2, 0.05, 0.05, 0.7, 0.4, 0.15, 0.45, 1, 3]","[(94, 22), (85, 94), (15, 45), (15, 43), (62, 90), (6, 2), (19, 4), (72, 24), (36, 50), (70, 79), (86, 84), (50, 54), (32, 33), (44, 5), (11, 16), (77, 11), (85, 17), (52, 69), (6, 60), (42, 52)]",0.4484,0.6125,0.5957,0.6254,0.6244,0.6125,0.6125,0.4922,3
836,"[0.2, 0.1, 0.1, 0.6, 0.4, 0.35, 0.25, 1, 5]","[(82, 34), (26, 41), (64, 99), (2, 11), (19, 9), (43, 45), (6, 45), (98, 63), (67, 18), (1, 32), (75, 74), (78, 51), (72, 92), (63, 15), (44, 70), (40, 53), (28, 34), (15, 43), (57, 39), (58, 73)]",0.4098,0.5515,0.4047,0.5333,0.4171,0.5555,0.5515,0.4621,5
837,"[0.3, 0.0, 0.0, 0.7, 0.45, 0.1, 0.45, 1, 7]","[(91, 91), (6, 91), (21, 5), (34, 52), (21, 95), (20, 31), (66, 37), (1, 27), (75, 25), (95, 53), (44, 48), (79, 73), (62, 87), (66, 29), (93, 55), (99, 59), (82, 11), (73, 29), (89, 17), (73, 24)]",0.4869,0.6309,0.4963,0.4864,0.4941,0.6311,0.6309,0.6483,7
838,"[0.15, 0.2, 0.05, 0.6, 0.4, 0.3, 0.3, 1, 5]","[(40, 51), (85, 42), (79, 16), (59, 8), (74, 50), (38, 53), (58, 10), (33, 58), (78, 78), (12, 38), (72, 96), (22, 20), (17, 68), (74, 1), (40, 89), (63, 44), (97, 83), (10, 43), (89, 38), (1, 10)]",0.3887,0.5406,0.3979,0.4965,0.4131,0.543,0.5406,0.5361,5
839,"[0.2, 0.15, 0.1, 0.55, 0.45, 0.2, 0.35, 1, 5]","[(45, 50), (72, 73), (17, 30), (74, 92), (98, 39), (81, 3), (3, 81), (93, 48), (48, 3), (74, 83), (47, 62), (77, 41), (25, 85), (15, 61), (79, 18), (37, 3), (47, 33), (63, 77), (62, 9), (88, 99)]",0.4368,0.5361,0.4268,0.5299,0.5194,0.539,0.5361,0.5315,5
840,"[0.1, 0.1, 0.1, 0.7, 0.45, 0.15, 0.4, 1, 5]","[(23, 12), (38, 75), (57, 3), (52, 8), (99, 17), (11, 52), (74, 8), (12, 87), (32, 65), (3, 42), (96, 40), (28, 87), (80, 19), (67, 38), (83, 87), (99, 20), (33, 70), (31, 2), (35, 99), (73, 79)]",0.473,0.5282,0.3519,0.4834,0.4732,0.5285,0.5282,0.5198,5
841,"[0.15, 0.2, 0.05, 0.6, 0.55, 0.15, 0.3, 1, 1]","[(49, 77), (4, 73), (82, 22), (8, 7), (64, 89), (20, 99), (78, 81), (63, 69), (46, 17), (86, 69), (13, 50), (71, 51), (40, 7), (63, 57), (25, 31), (56, 14), (25, 35), (10, 44), (35, 67), (58, 51)]",0.3761,0.4108,0.3736,0.3984,0.3837,0.4108,0.4108,0.4007,1
842,"[0.15, 0.2, 0.2, 0.45, 0.5, 0.25, 0.25, 1, 5]","[(99, 35), (5, 84), (47, 73), (21, 14), (63, 81), (7, 42), (66, 17), (12, 3), (24, 34), (20, 10), (90, 91), (38, 40), (77, 83), (54, 57), (84, 17), (53, 54), (85, 55), (50, 85), (75, 43), (36, 91)]",0.39,0.6117,0.4791,0.6016,0.4846,0.6122,0.6117,0.5356,5
843,"[0.1, 0.15, 0.1, 0.65, 0.5, 0.2, 0.3, 1, 5]","[(15, 27), (35, 60), (73, 52), (30, 51), (12, 86), (62, 49), (57, 1), (67, 26), (96, 48), (16, 94), (94, 16), (14, 34), (69, 57), (86, 74), (31, 2), (64, 40), (96, 5), (18, 94), (68, 92), (10, 58)]",0.4019,0.6051,0.3951,0.5611,0.4038,0.6057,0.6051,0.5764,5
844,"[0.4, 0.1, 0.0, 0.5, 0.65, 0.2, 0.15, 1, 5]","[(87, 64), (62, 38), (95, 55), (5, 17), (71, 77), (34, 40), (11, 97), (53, 78), (39, 54), (85, 64), (7, 82), (63, 29), (66, 69), (83, 23), (60, 97), (36, 50), (93, 62), (28, 38), (99, 71), (76, 71)]",0.3961,0.5064,0.4141,0.4977,0.4171,0.5065,0.5064,0.4914,5
845,"[0.3, 0.1, 0.1, 0.5, 0.55, 0.05, 0.4, 1, 7]","[(97, 37), (1, 69), (29, 28), (44, 17), (49, 62), (50, 18), (58, 93), (53, 98), (34, 79), (65, 19), (58, 62), (87, 86), (52, 9), (82, 75), (20, 98), (33, 25), (70, 96), (92, 87), (51, 6), (69, 18)]",0.4616,0.5809,0.4707,0.4702,0.4755,0.5814,0.5809,0.5821,7
846,"[0.1, 0.2, 0.2, 0.5, 0.2, 0.35, 0.45, 1, 7]","[(94, 80), (79, 44), (55, 37), (88, 43), (69, 33), (45, 98), (8, 11), (42, 1), (60, 17), (61, 43), (25, 32), (55, 22), (95, 30), (78, 81), (54, 54), (63, 47), (92, 26), (62, 21), (73, 47), (68, 36)]",0.4701,0.5085,0.463,0.4802,0.4736,0.5086,0.5085,0.5149,7
847,"[0.05, 0.15, 0.1, 0.7, 0.45, 0.3, 0.25, 1, 1]","[(78, 46), (81, 51), (39, 69), (33, 40), (21, 18), (23, 78), (35, 37), (60, 40), (91, 60), (13, 39), (8, 98), (94, 15), (8, 77), (26, 60), (97, 24), (21, 32), (77, 59), (85, 38), (31, 79), (38, 29)]",0.5236,0.5872,0.5255,0.5228,0.5236,0.5872,0.5872,0.5645,1
848,"[0.05, 0.05, 0.2, 0.7, 0.35, 0.2, 0.45, 1, 5]","[(14, 79), (20, 50), (4, 96), (6, 98), (34, 82), (75, 10), (12, 29), (55, 46), (6, 30), (91, 35), (5, 24), (14, 17), (6, 56), (34, 16), (63, 29), (70, 45), (50, 95), (36, 29), (71, 87), (54, 33)]",0.3319,0.5041,0.3323,0.4417,0.3288,0.5067,0.5041,0.466,5
849,"[0.25, 0.05, 0.1, 0.6, 0.55, 0.05, 0.4, 1, 5]","[(39, 32), (10, 95), (7, 27), (76, 7), (63, 66), (3, 73), (86, 75), (69, 88), (15, 75), (29, 34), (80, 74), (66, 26), (65, 78), (82, 26), (70, 87), (73, 24), (47, 62), (83, 15), (97, 14), (30, 93)]",0.468,0.5906,0.4838,0.4599,0.4838,0.5974,0.5906,0.4987,5
850,"[0.2, 0.25, 0.1, 0.45, 0.55, 0.3, 0.15, 1, 7]","[(70, 45), (83, 70), (23, 24), (26, 37), (16, 86), (34, 72), (60, 8), (45, 94), (85, 84), (72, 70), (99, 42), (54, 71), (71, 72), (9, 42), (54, 52), (72, 48), (40, 37), (85, 54), (7, 12), (16, 92)]",0.3622,0.4649,0.437,0.4396,0.4448,0.4729,0.4649,0.547,7
851,"[0.05, 0.1, 0.2, 0.65, 0.45, 0.15, 0.4, 1, 1]","[(70, 79), (81, 26), (54, 51), (14, 88), (23, 71), (74, 21), (27, 42), (46, 56), (96, 19), (85, 54), (15, 43), (65, 54), (54, 61), (81, 6), (26, 8), (79, 10), (29, 94), (33, 5), (55, 28), (37, 36)]",0.4474,0.6368,0.4546,0.4617,0.4474,0.5133,0.6368,0.4958,1
852,"[0.15, 0.3, 0.05, 0.5, 0.55, 0.15, 0.3, 1, 5]","[(77, 17), (55, 68), (99, 34), (58, 85), (36, 60), (99, 49), (58, 19), (36, 64), (2, 56), (84, 93), (84, 99), (21, 9), (12, 93), (64, 64), (76, 34), (45, 14), (38, 4), (70, 57), (98, 79), (50, 1)]",0.4945,0.5945,0.4863,0.5982,0.5889,0.607,0.5945,0.5991,5
853,"[0.05, 0.05, 0.05, 0.85, 0.4, 0.0, 0.6, 1, 5]","[(93, 30), (50, 23), (58, 17), (41, 58), (88, 80), (46, 25), (3, 96), (3, 31), (5, 64), (59, 28), (24, 74), (66, 12), (99, 12), (25, 92), (84, 11), (72, 26), (43, 11), (41, 88), (16, 51), (65, 26)]",0.3599,0.5457,0.3327,0.4538,0.3599,0.6944,0.5457,0.3886,5
854,"[0.05, 0.1, 0.05, 0.8, 0.45, 0.1, 0.45, 1, 5]","[(62, 59), (4, 50), (24, 65), (91, 62), (3, 72), (63, 69), (21, 8), (73, 28), (83, 17), (78, 32), (91, 24), (82, 16), (17, 78), (10, 9), (6, 90), (8, 70), (12, 45), (76, 12), (29, 31), (43, 69)]",0.472,0.4827,0.4464,0.4783,0.4683,0.4837,0.4827,0.4804,5
855,"[0.3, 0.2, 0.05, 0.45, 0.6, 0.15, 0.25, 1, 5]","[(47, 62), (40, 94), (74, 78), (62, 71), (1, 26), (15, 95), (10, 69), (98, 40), (11, 6), (76, 80), (77, 56), (65, 35), (99, 93), (87, 70), (48, 12), (27, 49), (92, 84), (7, 26), (37, 16), (55, 98)]",0.4781,0.573,0.47,0.57,0.4813,0.5759,0.573,0.5692,5
856,"[0.1, 0.15, 0.15, 0.6, 0.4, 0.3, 0.3, 1, 5]","[(59, 33), (77, 21), (99, 58), (42, 49), (63, 5), (42, 72), (86, 40), (16, 72), (12, 33), (97, 20), (25, 48), (57, 56), (19, 60), (76, 44), (12, 85), (85, 7), (54, 66), (33, 37), (87, 74), (64, 48)]",0.465,0.6415,0.3518,0.4586,0.4776,0.6627,0.6415,0.6438,5
857,"[0.15, 0.1, 0.05, 0.7, 0.45, 0.1, 0.45, 1, 5]","[(56, 11), (13, 40), (88, 27), (22, 5), (19, 98), (84, 35), (21, 2), (8, 57), (96, 14), (53, 13), (96, 54), (11, 65), (64, 7), (3, 76), (93, 80), (47, 80), (35, 97), (65, 91), (87, 19), (82, 28)]",0.5456,0.7189,0.3987,0.7068,0.5501,0.7192,0.7189,0.554,5
858,"[0.15, 0.05, 0.15, 0.65, 0.4, 0.25, 0.35, 1, 5]","[(94, 10), (25, 64), (39, 5), (43, 55), (12, 13), (72, 43), (21, 33), (65, 77), (16, 48), (55, 76), (59, 25), (28, 99), (16, 98), (87, 62), (17, 42), (92, 27), (29, 40), (60, 42), (96, 78), (60, 33)]",0.4571,0.4982,0.4637,0.4523,0.4854,0.4989,0.4982,0.4852,5
859,"[0.1, 0.05, 0.05, 0.8, 0.45, 0.25, 0.3, 1, 3]","[(54, 56), (31, 52), (84, 10), (23, 42), (75, 91), (38, 5), (7, 86), (14, 90), (86, 24), (69, 90), (2, 96), (8, 27), (46, 17), (96, 22), (8, 99), (50, 43), (55, 81), (51, 41), (36, 38), (44, 49)]",0.4468,0.5328,0.4582,0.6431,0.4589,0.5327,0.5328,0.5205,3
860,"[0.15, 0.2, 0.05, 0.6, 0.45, 0.15, 0.4, 1, 5]","[(37, 34), (92, 7), (89, 19), (40, 91), (84, 5), (95, 45), (49, 11), (57, 9), (2, 63), (43, 84), (71, 97), (43, 78), (89, 80), (9, 92), (4, 22), (20, 14), (71, 21), (42, 61), (91, 71), (62, 38)]",0.3873,0.6591,0.3763,0.6472,0.391,0.6595,0.6591,0.531,5
861,"[0.05, 0.1, 0.15, 0.7, 0.45, 0.05, 0.5, 1, 1]","[(22, 74), (78, 35), (3, 85), (88, 9), (40, 96), (71, 25), (72, 30), (58, 20), (87, 30), (76, 6), (32, 76), (54, 61), (19, 86), (46, 4), (57, 98), (24, 31), (66, 32), (42, 86), (26, 83), (55, 28)]",0.3918,0.6892,0.4723,0.5026,0.493,0.6892,0.6892,0.5458,1
862,"[0.0, 0.05, 0.0, 0.95, 0.3, 0.2, 0.5, 1, 1]","[(72, 24), (45, 9), (18, 56), (17, 69), (94, 14), (67, 36), (52, 93), (36, 21), (66, 4), (3, 64), (16, 88), (19, 86), (15, 43), (28, 35), (17, 14), (62, 5), (52, 19), (47, 13), (32, 46), (36, 20)]",0.3737,0.596,0.2497,0.3714,0.3391,0.596,0.596,0.3614,1
863,"[0.1, 0.05, 0.25, 0.6, 0.5, 0.1, 0.4, 1, 5]","[(94, 61), (46, 6), (76, 43), (40, 78), (54, 30), (27, 14), (73, 64), (11, 31), (62, 25), (46, 65), (97, 66), (86, 14), (70, 30), (14, 84), (54, 52), (24, 80), (17, 25), (41, 76), (4, 45), (27, 59)]",0.4557,0.5709,0.4348,0.4244,0.4266,0.6031,0.5709,0.487,5
864,"[0.2, 0.1, 0.1, 0.6, 0.6, 0.25, 0.15, 1, 4]","[(28, 76), (89, 47), (92, 74), (94, 22), (32, 47), (27, 75), (76, 55), (49, 59), (31, 55), (63, 35), (38, 67), (27, 27), (56, 38), (70, 34), (42, 24), (94, 73), (65, 94), (16, 56), (17, 89), (99, 82)]",0.419,0.5061,0.4936,0.481,0.5097,0.5061,0.5061,0.507,4
865,"[0.2, 0.05, 0.15, 0.6, 0.65, 0.0, 0.35, 1, 5]","[(44, 63), (41, 11), (24, 59), (84, 22), (17, 85), (40, 64), (73, 80), (16, 75), (98, 70), (19, 53), (18, 10), (96, 68), (32, 86), (48, 9), (78, 60), (99, 8), (40, 56), (45, 9), (68, 78), (19, 7)]",0.3857,0.5129,0.3781,0.4999,0.4078,0.5217,0.5129,0.5166,5
866,"[0.15, 0.1, 0.1, 0.65, 0.6, 0.15, 0.25, 1, 5]","[(46, 3), (1, 38), (31, 93), (22, 95), (26, 96), (80, 77), (85, 12), (52, 84), (34, 22), (45, 60), (42, 11), (90, 42), (19, 99), (70, 13), (4, 74), (43, 35), (27, 74), (15, 53), (80, 89), (94, 64)]",0.3969,0.5149,0.3793,0.474,0.4005,0.5158,0.5149,0.5096,5
867,"[0.05, 0.2, 0.05, 0.7, 0.4, 0.2, 0.4, 1, 7]","[(29, 54), (19, 52), (61, 62), (72, 50), (72, 28), (49, 78), (27, 8), (9, 14), (2, 59), (40, 29), (96, 13), (24, 48), (92, 35), (4, 81), (65, 90), (10, 46), (40, 95), (11, 16), (92, 23), (53, 32)]",0.4298,0.4355,0.3059,0.3975,0.4145,0.4355,0.4355,0.4356,7
868,"[0.05, 0.1, 0.2, 0.65, 0.4, 0.25, 0.35, 1, 1]","[(31, 94), (85, 15), (46, 44), (66, 40), (48, 58), (39, 95), (32, 8), (57, 88), (54, 38), (22, 75), (80, 24), (12, 25), (38, 4), (15, 77), (1, 58), (94, 44), (73, 18), (45, 71), (15, 39), (78, 17)]",0.4531,0.6062,0.4653,0.4491,0.4538,0.6062,0.6062,0.4829,1
869,"[0.15, 0.0, 0.2, 0.65, 0.35, 0.2, 0.45, 1, 5]","[(88, 4), (63, 33), (58, 46), (37, 52), (68, 42), (63, 49), (58, 95), (47, 59), (73, 6), (42, 55), (6, 25), (21, 6), (92, 94), (23, 97), (88, 23), (8, 6), (68, 77), (90, 7), (49, 44), (61, 24)]",0.4816,0.6198,0.4726,0.4712,0.4814,0.63,0.6198,0.4954,5
870,"[0.05, 0.0, 0.15, 0.8, 0.5, 0.2, 0.3, 1, 5]","[(15, 23), (8, 80), (67, 44), (20, 7), (59, 22), (37, 44), (17, 65), (62, 86), (24, 63), (5, 10), (26, 92), (51, 65), (23, 38), (50, 54), (61, 34), (60, 32), (10, 86), (95, 10), (7, 97), (26, 80)]",0.4569,0.5053,0.4416,0.4603,0.4389,0.5136,0.5053,0.4803,5
871,"[0.15, 0.1, 0.2, 0.55, 0.4, 0.15, 0.45, 1, 5]","[(81, 65), (21, 9), (3, 39), (6, 55), (29, 28), (44, 63), (88, 18), (45, 32), (97, 57), (6, 34), (17, 5), (98, 29), (74, 76), (67, 2), (37, 99), (46, 56), (87, 37), (9, 15), (88, 52), (86, 1)]",0.4906,0.5142,0.495,0.4858,0.4969,0.5211,0.5142,0.4225,5
872,"[0.25, 0.4, 0.0, 0.35, 0.7, 0.1, 0.2, 1, 1]","[(72, 82), (77, 84), (18, 99), (60, 59), (76, 60), (31, 42), (1, 29), (85, 49), (87, 94), (75, 65), (5, 14), (25, 1), (34, 72), (78, 77), (51, 78), (46, 95), (99, 84), (56, 75), (12, 31), (50, 90)]",0.419,0.4242,0.4187,0.4211,0.4219,0.4242,0.4242,0.424,1
873,"[0.05, 0.25, 0.0, 0.7, 0.5, 0.25, 0.25, 1, 1]","[(31, 57), (9, 86), (15, 57), (76, 48), (31, 44), (30, 39), (65, 37), (68, 22), (74, 63), (57, 65), (72, 15), (45, 11), (31, 61), (67, 7), (14, 55), (62, 78), (20, 19), (30, 50), (73, 92), (64, 58)]",0.4035,0.5661,0.312,0.5554,0.3222,0.5659,0.5661,0.3738,1
874,"[0.2, 0.1, 0.15, 0.55, 0.65, 0.1, 0.25, 1, 3]","[(95, 93), (51, 98), (32, 52), (60, 88), (56, 58), (39, 67), (64, 59), (24, 58), (14, 41), (95, 21), (55, 38), (75, 4), (8, 65), (9, 31), (48, 62), (79, 84), (70, 87), (30, 5), (30, 65), (2, 8)]",0.4937,0.5256,0.4171,0.6286,0.5106,0.5346,0.5256,0.5261,3
875,"[0.2, 0.2, 0.05, 0.55, 0.6, 0.1, 0.3, 1, 5]","[(98, 22), (73, 5), (76, 94), (63, 18), (95, 1), (32, 70), (20, 66), (37, 69), (67, 52), (66, 82), (90, 75), (43, 32), (12, 78), (31, 32), (95, 38), (28, 45), (43, 90), (71, 58), (90, 88), (5, 51)]",0.4275,0.6674,0.4256,0.5152,0.4138,0.6678,0.6674,0.5692,5
876,"[0.1, 0.3, 0.2, 0.4, 0.6, 0.0, 0.4, 1, 5]","[(84, 54), (82, 10), (41, 76), (8, 97), (56, 56), (96, 1), (44, 83), (48, 73), (27, 7), (45, 83), (51, 97), (47, 93), (84, 80), (38, 15), (85, 31), (77, 21), (98, 52), (53, 32), (17, 86), (94, 30)]",0.4352,0.6376,0.4396,0.51,0.4343,0.6417,0.6376,0.5559,5
877,"[0.2, 0.1, 0.0, 0.7, 0.4, 0.1, 0.5, 1, 1]","[(61, 88), (4, 35), (80, 24), (17, 97), (87, 10), (12, 73), (54, 29), (49, 17), (38, 19), (28, 27), (11, 9), (94, 76), (65, 61), (86, 53), (48, 26), (5, 39), (39, 23), (75, 27), (70, 92), (97, 93)]",0.5312,0.586,0.4449,0.5365,0.5298,0.5715,0.586,0.5626,1
878,"[0.05, 0.1, 0.2, 0.65, 0.3, 0.3, 0.4, 1, 5]","[(74, 36), (48, 36), (39, 87), (67, 1), (2, 38), (87, 42), (55, 34), (17, 60), (1, 3), (9, 61), (9, 10), (7, 27), (80, 36), (92, 28), (63, 98), (47, 21), (38, 73), (12, 69), (99, 5), (79, 1)]",0.3253,0.4715,0.2986,0.4138,0.4182,0.4719,0.4715,0.4465,5
879,"[0.3, 0.1, 0.15, 0.45, 0.65, 0.2, 0.15, 1, 5]","[(7, 27), (11, 98), (32, 26), (47, 93), (33, 95), (17, 62), (30, 94), (73, 71), (21, 46), (37, 41), (92, 46), (83, 85), (68, 82), (87, 94), (37, 88), (99, 51), (14, 42), (94, 55), (24, 80), (78, 8)]",0.4142,0.6413,0.4106,0.6289,0.4161,0.6418,0.6413,0.6382,5
880,"[0.1, 0.0, 0.1, 0.8, 0.45, 0.1, 0.45, 1, 5]","[(19, 83), (18, 19), (70, 21), (76, 1), (54, 2), (27, 54), (20, 47), (54, 53), (7, 42), (5, 73), (42, 27), (72, 2), (64, 6), (62, 31), (99, 77), (36, 91), (89, 80), (21, 75), (27, 66), (64, 11)]",0.3642,0.5648,0.3585,0.5187,0.3685,0.5655,0.5648,0.5345,5
881,"[0.4, 0.15, 0.15, 0.3, 0.7, 0.05, 0.25, 1, 5]","[(71, 88), (56, 60), (58, 96), (27, 78), (21, 16), (35, 89), (39, 79), (67, 93), (90, 14), (58, 30), (56, 3), (74, 44), (90, 83), (92, 60), (59, 90), (95, 76), (84, 67), (84, 55), (90, 14), (40, 93)]",0.515,0.6109,0.4297,0.6101,0.5185,0.6111,0.6109,0.6094,5
882,"[0.2, 0.3, 0.05, 0.45, 0.45, 0.3, 0.25, 1, 5]","[(93, 50), (37, 14), (89, 52), (51, 5), (1, 2), (4, 2), (42, 35), (67, 64), (92, 57), (35, 45), (50, 39), (40, 50), (95, 55), (83, 97), (62, 57), (10, 15), (70, 40), (90, 89), (97, 51), (68, 51)]",0.3714,0.4336,0.359,0.4232,0.3718,0.4374,0.4336,0.4332,5
883,"[0.05, 0.15, 0.1, 0.7, 0.5, 0.05, 0.45, 1, 1]","[(83, 54), (98, 54), (61, 66), (48, 59), (85, 56), (27, 1), (42, 11), (60, 19), (90, 32), (17, 54), (10, 35), (72, 22), (97, 1), (12, 33), (56, 3), (24, 62), (29, 79), (19, 95), (19, 92), (46, 11)]",0.4393,0.4491,0.4018,0.3982,0.4328,0.4491,0.4491,0.4244,1
884,"[0.25, 0.2, 0.1, 0.45, 0.55, 0.15, 0.3, 1, 5]","[(74, 9), (78, 16), (67, 38), (70, 35), (98, 69), (93, 78), (47, 95), (76, 22), (74, 20), (97, 50), (3, 52), (77, 93), (72, 70), (35, 87), (38, 97), (51, 72), (52, 14), (96, 80), (73, 30), (12, 55)]",0.5707,0.5995,0.5711,0.5733,0.5737,0.6009,0.5995,0.6001,5
885,"[0.1, 0.25, 0.1, 0.55, 0.65, 0.05, 0.3, 1, 7]","[(23, 66), (23, 91), (26, 84), (25, 53), (46, 7), (90, 75), (50, 94), (99, 30), (26, 57), (33, 79), (64, 18), (71, 59), (44, 85), (81, 42), (63, 55), (15, 77), (59, 28), (68, 7), (77, 93), (52, 18)]",0.4695,0.5091,0.4687,0.4696,0.4721,0.5095,0.5091,0.6059,7
886,"[0.05, 0.15, 0.1, 0.7, 0.3, 0.2, 0.5, 1, 5]","[(11, 90), (88, 57), (36, 36), (85, 29), (97, 41), (97, 29), (72, 5), (20, 66), (58, 49), (61, 81), (99, 25), (45, 6), (98, 4), (49, 28), (21, 69), (5, 21), (47, 9), (17, 38), (86, 28), (68, 62)]",0.4729,0.4958,0.4643,0.4531,0.4729,0.511,0.4958,0.498,5
887,"[0.15, 0.05, 0.1, 0.7, 0.5, 0.1, 0.4, 1, 1]","[(28, 94), (90, 59), (99, 12), (46, 29), (15, 35), (39, 2), (8, 85), (23, 23), (2, 84), (15, 29), (44, 50), (93, 77), (95, 32), (90, 89), (19, 70), (28, 14), (9, 97), (53, 80), (9, 28), (6, 89)]",0.4831,0.5363,0.3913,0.5139,0.5084,0.5363,0.5363,0.5253,1
888,"[0.1, 0.15, 0.1, 0.65, 0.45, 0.25, 0.3, 1, 5]","[(3, 1), (36, 48), (45, 73), (83, 50), (51, 17), (55, 3), (93, 27), (86, 64), (36, 53), (39, 47), (50, 45), (4, 13), (51, 92), (8, 69), (56, 68), (74, 82), (35, 33), (40, 58), (60, 39), (20, 81)]",0.3622,0.5031,0.3618,0.4567,0.3714,0.5032,0.5031,0.5,5
889,"[0.05, 0.3, 0.15, 0.5, 0.55, 0.2, 0.25, 1, 7]","[(37, 57), (60, 58), (22, 2), (54, 51), (12, 81), (84, 10), (10, 56), (54, 47), (58, 72), (45, 51), (68, 66), (16, 68), (40, 91), (81, 46), (86, 72), (70, 25), (97, 25), (56, 20), (79, 37), (98, 39)]",0.5394,0.5629,0.5414,0.536,0.5499,0.5604,0.5629,0.5679,7
890,"[0.15, 0.2, 0.05, 0.6, 0.5, 0.2, 0.3, 1, 7]","[(81, 92), (70, 48), (70, 31), (26, 66), (4, 25), (26, 21), (59, 35), (22, 63), (32, 75), (17, 54), (79, 97), (8, 16), (75, 39), (63, 71), (10, 40), (96, 89), (83, 54), (71, 60), (80, 29), (32, 24)]",0.5448,0.5535,0.4469,0.5363,0.5514,0.5537,0.5535,0.557,7
891,"[0.2, 0.1, 0.05, 0.65, 0.65, 0.2, 0.15, 1, 1]","[(78, 40), (85, 67), (62, 79), (10, 59), (61, 8), (17, 35), (62, 81), (98, 58), (43, 22), (12, 49), (11, 71), (36, 53), (21, 90), (13, 65), (30, 54), (13, 41), (61, 21), (99, 61), (7, 99), (60, 57)]",0.4505,0.5043,0.4668,0.4596,0.4814,0.5042,0.5043,0.4998,1
892,"[0.1, 0.25, 0.1, 0.55, 0.4, 0.3, 0.3, 1, 5]","[(18, 36), (82, 21), (11, 41), (18, 69), (30, 18), (8, 7), (31, 8), (81, 81), (54, 87), (69, 49), (86, 38), (47, 38), (55, 77), (18, 46), (57, 11), (76, 6), (89, 91), (66, 68), (47, 55), (46, 86)]",0.431,0.5459,0.4005,0.5363,0.4325,0.547,0.5459,0.5346,5
893,"[0.2, 0.25, 0.0, 0.55, 0.7, 0.1, 0.2, 1, 1]","[(9, 44), (53, 32), (14, 60), (99, 59), (67, 93), (76, 56), (71, 76), (86, 56), (56, 86), (75, 87), (59, 41), (81, 9), (75, 55), (48, 72), (62, 8), (23, 85), (25, 77), (15, 99), (1, 67), (57, 18)]",0.3673,0.4614,0.3688,0.4485,0.3869,0.4614,0.4614,0.4569,1
894,"[0.1, 0.1, 0.05, 0.75, 0.55, 0.25, 0.2, 1, 5]","[(71, 67), (82, 35), (71, 12), (95, 64), (26, 78), (26, 55), (40, 57), (54, 40), (27, 70), (42, 49), (53, 63), (89, 11), (17, 42), (48, 51), (59, 8), (13, 16), (14, 90), (14, 44), (21, 87), (84, 86)]",0.4803,0.5925,0.3524,0.4321,0.4803,0.5944,0.5925,0.5906,5
895,"[0.05, 0.25, 0.1, 0.6, 0.55, 0.15, 0.3, 1, 5]","[(53, 77), (72, 62), (64, 35), (5, 58), (62, 3), (18, 30), (86, 26), (6, 48), (75, 51), (38, 33), (38, 84), (43, 75), (90, 23), (3, 97), (85, 55), (40, 61), (66, 90), (2, 77), (95, 38), (24, 29)]",0.4518,0.5919,0.4578,0.5876,0.5866,0.598,0.5919,0.4702,5
896,"[0.2, 0.15, 0.2, 0.45, 0.5, 0.2, 0.3, 1, 1]","[(51, 53), (29, 66), (81, 12), (64, 62), (33, 78), (41, 91), (87, 61), (46, 43), (94, 60), (4, 10), (8, 23), (49, 46), (68, 94), (62, 82), (69, 42), (32, 26), (72, 21), (51, 30), (72, 37), (68, 55)]",0.498,0.5387,0.4057,0.508,0.5002,0.537,0.5387,0.5334,1
897,"[0.1, 0.05, 0.05, 0.8, 0.3, 0.2, 0.5, 1, 5]","[(23, 43), (15, 29), (59, 5), (86, 80), (83, 11), (1, 81), (57, 34), (65, 75), (53, 11), (29, 23), (15, 48), (48, 52), (87, 31), (94, 2), (82, 91), (4, 72), (52, 21), (1, 24), (17, 44), (39, 29)]",0.3496,0.5444,0.486,0.495,0.4929,0.5445,0.5444,0.4153,5
898,"[0.15, 0.15, 0.1, 0.6, 0.65, 0.1, 0.25, 1, 1]","[(74, 7), (49, 75), (22, 88), (27, 98), (78, 10), (13, 35), (78, 82), (86, 90), (16, 15), (86, 89), (26, 15), (2, 81), (89, 37), (7, 95), (46, 86), (2, 97), (5, 65), (17, 33), (14, 81), (35, 98)]",0.466,0.6362,0.3613,0.6117,0.4792,0.6362,0.6362,0.5183,1
899,"[0.1, 0.4, 0.1, 0.4, 0.55, 0.25, 0.2, 1, 5]","[(35, 76), (82, 55), (87, 60), (35, 5), (65, 45), (58, 62), (96, 45), (23, 69), (41, 47), (71, 56), (69, 50), (43, 81), (68, 1), (40, 20), (65, 23), (67, 54), (36, 49), (66, 80), (74, 66), (36, 52)]",0.3554,0.4303,0.3103,0.3536,0.3545,0.4358,0.4303,0.3728,5
900,"[0.15, 0.2, 0.05, 0.6, 0.4, 0.3, 0.3, 1, 5]","[(60, 2), (76, 14), (50, 45), (60, 95), (17, 94), (1, 23), (50, 40), (90, 44), (69, 19), (43, 6), (93, 47), (7, 90), (81, 34), (86, 46), (53, 81), (17, 51), (3, 97), (92, 83), (78, 72), (20, 5)]",0.3941,0.5224,0.3907,0.506,0.5091,0.5275,0.5224,0.4437,5
